sha,author,date,message,hour,day_of_week,day_num,is_weekend,is_late_night,is_after_hours,commit_frequency,date_day,daily_commits,commit_variability,sentiment,sentiment_magnitude,avg_sentiment,prev_sentiment,consecutive_negative,negative_streak,is_near_release,release_commit_density,burnout_risk_score,anomaly,burnout_risk_category
d8f7889efba03b4cb89f98290e07da605b38eb96,Himanshu-Singh-Chauhan,2025-01-04 16:31:38+00:00,add pear version in about,16,Saturday,5,TRUE,FALSE,FALSE,19,2025-01-04,14,5.718391382,0,0,0.107177033,0,0,0,FALSE,0.157894737,3.2,1,Moderate
fae431d83119e76e93267d96ae8da3f589bb5422,Himanshu-Singh-Chauhan,2025-01-04 16:40:30+00:00,feat: new window watermark (#87),16,Saturday,5,TRUE,FALSE,FALSE,19,2025-01-04,14,5.718391382,0.136363636,0.136363636,0.107177033,0,0,0,FALSE,0.157894737,3.2,1,Moderate
7385cfd2480df94c57d4643c88115e26c7b6bcdf,Himanshu-Singh-Chauhan,2025-01-04 16:41:22+00:00,feat: overlay-lock (#92),16,Saturday,5,TRUE,FALSE,FALSE,19,2025-01-04,14,5.718391382,0,0,0.107177033,0.136363636,0,0,FALSE,0.157894737,3.2,1,Moderate
05789538a21732de60750bc25cd715e519e9a9de,Himanshu-Singh-Chauhan,2025-01-04 16:43:01+00:00,remove unused vars (#97),16,Saturday,5,TRUE,FALSE,FALSE,19,2025-01-04,14,5.718391382,0,0,0.107177033,0,0,0,FALSE,0.157894737,3.2,1,Moderate
87d711afe0279b1aa80decdec77e320275749f19,Himanshu-Singh-Chauhan,2025-01-04 16:47:35+00:00,Bumped to v1.5.1 (#125),16,Saturday,5,TRUE,FALSE,FALSE,19,2025-01-04,14,5.718391382,0,0,0.107177033,0,0,0,FALSE,0.157894737,3.2,1,Moderate
b76fca5eb9cf454c5a0465c4f429c7098a5b5f7c,Himanshu-Singh-Chauhan,2025-01-04 16:48:10+00:00,disable-fast-updates (#127),16,Saturday,5,TRUE,FALSE,FALSE,19,2025-01-04,14,5.718391382,0,0,0.107177033,0,0,0,FALSE,0.157894737,3.2,1,Moderate
19622c86be3d186a67147c8b721b17dbc1c96b6d,Himanshu-Singh-Chauhan,2025-01-05 12:02:52+00:00,merge fixes 1,12,Sunday,6,TRUE,FALSE,FALSE,19,2025-01-05,2,5.718391382,0,0,0.107177033,0,0,0,FALSE,0.157894737,3.6,-1,Moderate
990316b9abf7c0c28498e076f4bfab9f7f1efce8,Himanshu-Singh-Chauhan,2025-01-05 14:32:29+00:00,vscode pull fixes,14,Sunday,6,TRUE,FALSE,FALSE,19,2025-01-05,2,5.718391382,0,0,0.107177033,0,0,0,FALSE,0.157894737,3.6,-1,Moderate
5ce28dd57279f88b9eb39549f5dee6b61135169a,Himanshu-Singh-Chauhan,2025-01-14 04:14:40+00:00,disable welcome page (#141),4,Tuesday,1,FALSE,TRUE,TRUE,19,2025-01-14,1,5.718391382,0.8,0.8,0.107177033,0,0,0,TRUE,0.157894737,4.4,-1,Moderate
feb9a53025c480a1f62774200448f670eb3bb41b,Himanshu-Singh-Chauhan,2025-01-16 17:09:00+00:00,"update banner (#162)

* disable welcome page (#141)

* simple update banner",17,Thursday,3,FALSE,FALSE,FALSE,19,2025-01-16,1,5.718391382,0.4,0.4,0.107177033,0.8,0,0,TRUE,0.157894737,2,-1,Low
8655e6212c7d3a88b96f131071cd65d5460418bf,Himanshu-Singh-Chauhan,2025-02-12 06:06:24+00:00,bump 1.8.0,6,Wednesday,2,FALSE,FALSE,TRUE,19,2025-02-12,1,5.718391382,0,0,0.107177033,0.4,0,0,TRUE,0.157894737,2,-1,Low
38d34621194d3c931a2306f2b59d18b23174ca9a,InSelfControll,2025-01-04 16:49:00+00:00,"Update gulpfile.vscode.linux.js (#142)

Added .toLowerCase() in the snapcraft function due the unsupported of capital letters in snap store utility.",16,Saturday,5,TRUE,FALSE,FALSE,1,2025-01-04,1,0,-0.125,0.125,-0.125,,0,0,FALSE,0,1.6,1,Low
ab7ad49bfc12376d249784ad99793227c92b4df0,MaxFSP,2025-01-04 16:16:53+00:00,"Shortcut change to resize chat  on the app side (#279)

* Shortcut change to resize chat  on the app side

* Removed test related console log

* Updated splitEditor shortcut",16,Saturday,5,TRUE,FALSE,FALSE,3,2025-01-04,3,0,0,0,0.080012244,,0,0,FALSE,0,1.6,1,Low
330f8d2af5d4904fdb69e6b392bb21a3dc472146,MaxFSP,2025-01-04 16:45:32+00:00,"Updated visuals on the new window page (#106)

* Updated visuals on the new window page

* Fixed css indentation",16,Saturday,5,TRUE,FALSE,FALSE,3,2025-01-04,3,0,0.124242424,0.124242424,0.080012244,0,0,0,FALSE,0,1.6,1,Low
6423f931c1bc89d46d4773d6d50507f59007e4ea,MaxFSP,2025-01-04 16:45:55+00:00,"Max/new window page visual bug fix (#115)

* Updated to v1.3.0

* add pear version in about

* Update CONTRIBUTING.md

update packaging guide

* Update CONTRIBUTING.md

update packaging info

* Update CONTRIBUTING.md

* Git submodule commit update (#66)

* Bumped to v1.4.0

* PearAI Overlay (#67)

* PearAI Overlay

* Uncomment layout

* Remove comment

* Prevent overlay open on every startup + background default color

* Fix overlay bug

* Border radius

* Bumped to v1.4.1

* Fix overlay popping up for half a second at startup (#77)

* Console logs for debugging trace of overlay startup

* Revert ""Console logs for debugging trace of overlay startup""

This reverts commit 70fa3bc021bcac48bbd4a387f0c1bc60ff9c4d27.

* Fix overlay appearing for half a second on startup

* Bumped versions (#80)

Co-authored-by: nang-dev <contactnang88@gmail.com>

* Handle overlay integration shortcuts (#84)

* feat: new window watermark (#87)

* Added darken and click outside overlay. todo for not closing

* Added min for the auxbar (#94)

Co-authored-by: nang-dev <contactnang88@gmail.com>

* feat: overlay-lock (#92)

* Added remove release notes (#96)

Co-authored-by: nang-dev <contactnang88@gmail.com>

* remove unused vars (#97)

* Bumped to v1.4.4

* Default close sidebar for new window (#98)

* Bumped to v1.4.5

* highlight cmd i onboarding (#105)

* WIP: Walkthrough changes (#236)

* Added walkthrough progress

* Added progress for walkthrough

* Added todo

* enable editorInsets for inline chat (#253)

* Fix .gitmodules

* Update code.sh

* update submodule to latest tip (#260)

* fix: #262 prioritize pearai commands (#264)

* fix: #262 prioritize pearai commands

* fix: update priority order and change test case default chord

* fix: use keymode.shift

* Fixed code version

* feat: docs and newchat shortcut on titlebar (#266)

* feat: docs and newchat shortcut on titlebar

* typo

* Update README.md (#276)

* Shortcut change to resize chat  on the app side (#279)

* Shortcut change to resize chat  on the app side

* Removed test related console log

* Updated splitEditor shortcut

* update icon and watermark (#278)

* watermarks update

* add shortcuts to watermark

* titlebar icon change

* fix walkthrough

* Added product (#285)

Co-authored-by: Nathan A <nang@Nathans-MacBook-Pro-8.local>

* set quality:stable (#267)

* update MacOS example  in CONTRIBUTING.md file: Packaging step 3 - integrate the submodule (#228)

* update MacOS example  in CONTRIBUTING.md file: Packaging step 3 - integrate the submodule

* fix constants CAP

* PearAI main app welcome page gif fixed (#286)

* Update media paths for welcome page GIFs and GIF themselves.

* upload two gifs first

* upload one gif first

* push again

* Fixed walk through (#288)

* Added imports for gif

* Added png

* Added typo fix

* Added png

---------

Co-authored-by: Nathan A <nang@Nathans-MacBook-Pro-8.local>

* Added to readme (#295)

Co-authored-by: Nathan A <nang@Nathans-MacBook-Pro-8.local>

* add hacker theme to pearai (#300)

* Update README.md

* Set default theme to PearAI Dark/Light (#322)

* Set default theme to PearAI Dark/Light

* Undo not needed solarized file changes

* Added auto-updating working client-side (#340)

* Added updating working

* Removed configs

---------

Co-authored-by: Nathan A <nang@Nathans-MacBook-Pro-8.local>
Co-authored-by: Nathan A <nang@nathans-mbp-8.mynetworksettings.com>

* Updated wording (#341)

* Added updating working

* Removed configs

* Added pearAI online services

* Added pearAI online services

---------

Co-authored-by: Nathan A <nang@Nathans-MacBook-Pro-8.local>
Co-authored-by: Nathan A <nang@nathans-mbp-8.mynetworksettings.com>

* Setup Environment with Space in Path (#335)

* Added v1.1.0 (#344)

Co-authored-by: Nathan A <nang@nathans-mbp-8.mynetworksettings.com>

* Bumped to v1.2.0

* Update README.md

* patch-wsl (add vscode commit) (#348)

* Update README.md

* If you are looking for commit history, read this please

* Updated to v1.3.0

* add pear version in about

* Update CONTRIBUTING.md

update packaging guide

* Update CONTRIBUTING.md

update packaging info

* Update CONTRIBUTING.md

* Git submodule commit update (#66)

* Bumped to v1.4.0

* PearAI Overlay (#67)

* PearAI Overlay

* Uncomment layout

* Remove comment

* Prevent overlay open on every startup + background default color

* Fix overlay bug

* Border radius

* Bumped to v1.4.1

* Fix overlay popping up for half a second at startup (#77)

* Console logs for debugging trace of overlay startup

* Revert ""Console logs for debugging trace of overlay startup""

This reverts commit 70fa3bc021bcac48bbd4a387f0c1bc60ff9c4d27.

* Fix overlay appearing for half a second on startup

* Bumped versions (#80)

Co-authored-by: nang-dev <contactnang88@gmail.com>

* Handle overlay integration shortcuts (#84)

* feat: new window watermark (#87)

* Added darken and click outside overlay. todo for not closing

* Added min for the auxbar (#94)

Co-authored-by: nang-dev <contactnang88@gmail.com>

* feat: overlay-lock (#92)

* Added remove release notes (#96)

Co-authored-by: nang-dev <contactnang88@gmail.com>

* remove unused vars (#97)

* Bumped to v1.4.4

* Default close sidebar for new window (#98)

* Add highlight of quickinput during cmd+i step

* clean up

* package.json

* remove transition

---------

Co-authored-by: Nang <nathanang2000@gmail.com>
Co-authored-by: Himanshu <him.speedo@gmail.com>
Co-authored-by: Duke Pan <59063950+Fryingpannn@users.noreply.github.com>
Co-authored-by: Maximiliano Farfan <72162955+MaxFSP@users.noreply.github.com>
Co-authored-by: Nathan A <nang@Nathans-MacBook-Pro-8.local>
Co-authored-by: Brian <brian7149@gmail.com>
Co-authored-by: Andrew Hopkins <ahopkins0929@gmail.com>
Co-authored-by: Nathan A <nang@nathans-mbp-8.mynetworksettings.com>
Co-authored-by: Ashvin Nihalani <ashvin.nihalani@gmail.com>
Co-authored-by: nang-dev <contactnang88@gmail.com>

* Overlay structuring to happen in submodule (#102)

* Updated visuals on the new window page (#106)

* Updated visuals on the new window page

* Fixed css indentation

* Visual fix on new window page

---------

Co-authored-by: nang-dev <contactnang88@gmail.com>
Co-authored-by: himanshu <him.speedo@gmail.com>
Co-authored-by: John Pan <john.pan@mail.mcgill.ca>
Co-authored-by: Duke Pan <59063950+Fryingpannn@users.noreply.github.com>
Co-authored-by: Nang <nathanang2000@gmail.com>
Co-authored-by: Nathan A <nang@Nathans-MacBook-Pro-8.local>
Co-authored-by: Brian <brian7149@gmail.com>
Co-authored-by: Andrew Hopkins <ahopkins0929@gmail.com>
Co-authored-by: Nathan A <nang@nathans-mbp-8.mynetworksettings.com>
Co-authored-by: Ashvin Nihalani <ashvin.nihalani@gmail.com>",16,Saturday,5,TRUE,FALSE,FALSE,3,2025-01-04,3,0,0.115794307,0.115794307,0.080012244,0.124242424,0,0,FALSE,0,1.6,1,Low
c561dc7bb8b1f4f4478365fa96f40efe78a4164a,Pockylee,2025-01-04 15:58:03+00:00,Update CONTRIBUTE.MD: Step 3.2 command with backticks (#176),15,Saturday,5,TRUE,FALSE,FALSE,3,2025-01-04,3,0,0,0,0.131481481,,0,0,FALSE,0,1.6,1,Low
938d18bf69aa01692574f01295de32bd4cc8db05,Pockylee,2025-01-04 16:24:38+00:00,"update MacOS example  in CONTRIBUTING.md file: Packaging step 3 - integrate the submodule (#228)

* update MacOS example  in CONTRIBUTING.md file: Packaging step 3 - integrate the submodule

* fix constants CAP",16,Saturday,5,TRUE,FALSE,FALSE,3,2025-01-04,3,0,0,0,0.131481481,0,0,0,FALSE,0,1.6,1,Low
a003443a6842cee14cfbd3c6e5db6faea76bf86d,Pockylee,2025-01-04 16:24:58+00:00,"PearAI main app welcome page gif fixed (#286)

* Update media paths for welcome page GIFs and GIF themselves.

* upload two gifs first

* upload one gif first

* push again",16,Saturday,5,TRUE,FALSE,FALSE,3,2025-01-04,3,0,0.394444444,0.394444444,0.131481481,0,0,0,FALSE,0,1.6,1,Low
78cfa66700da0a8261be2cfd959511a1d60370de,Trifall,2025-01-04 12:20:40+00:00,"Fix issue #59 - Update contributing.md doc (#63)

* Update links, folder names, and app names from vscode to pearai-app

* Update links for the README files and dev containers

* Further changes to VSCode references

* Make requests changes and fix minor grammar

---------

Co-authored-by: Duke Pan <59063950+Fryingpannn@users.noreply.github.com>
Co-authored-by: Nang <nathanang2000@gmail.com>",12,Saturday,5,TRUE,FALSE,FALSE,2,2025-01-04,2,0,-0.025,0.025,0.0375,,0,0,FALSE,0,1.6,1,Low
7c3a5517263eb5b8313a18d59c5a6b4be912e351,Trifall,2025-01-04 12:22:45+00:00,"Implement issue #20 (#64)

* Add CTRL+[ Hotkey to expand/collapse the size of the chat-bar

* Move state variables inside the ResizeAuxBarWidth action

* Remove promise and refactor label name

---------

Co-authored-by: Duke Pan <59063950+Fryingpannn@users.noreply.github.com>",12,Saturday,5,TRUE,FALSE,FALSE,2,2025-01-04,2,0,0.1,0.1,0.0375,-0.025,0,0,FALSE,0,1.6,1,Low
c04c94f79c25aabeb398b691d3c79067260f7c76,Unknown,2025-01-04 16:29:37+00:00,Bumped to v1.2.0,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,,0,0,FALSE,0,3.2,1,Moderate
55a1b2fc0f298f7b3cf0e95b19c8c454f0effb9a,Unknown,2025-01-04 16:30:45+00:00,"If you are looking for commit history, read this please",16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
dda7b8634be0a1fa51a6e5068255a1652f7c7e4a,Unknown,2025-01-04 16:30:59+00:00,Updated to v1.3.0,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
34859264035d5502cf2129d77cece8fa5cefae52,Unknown,2025-01-04 16:34:39+00:00,Bumped to v1.4.0,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
6691035c149d80e4ed0f709c853bace49da242e6,Unknown,2025-01-04 16:37:02+00:00,Bumped to v1.4.1,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
be46bbdc1c617ce34f07f2bb1cb04d3f77ead4dd,Unknown,2025-01-04 16:40:50+00:00,Added darken and click outside overlay. todo for not closing,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
54f0ae4ae41e79748dfb300b030a1b9cd0df0645,Unknown,2025-01-04 16:43:28+00:00,Bumped to v1.4.4,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
312c22f01213ef7877ffd09026fea6b57d586cf3,Unknown,2025-01-04 16:43:59+00:00,Bumped to v1.4.5,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
5069848e685086788de2ef4b23e5f98c3e02cc12,Unknown,2025-01-04 16:46:30+00:00,Bumped to v1.5.0,16,Saturday,5,TRUE,FALSE,FALSE,12,2025-01-04,12,0,0,0,0,0,0,0,FALSE,0,3.2,1,Moderate
